title_deed_no,estate,township,erf,portion,sectional_scheme,unit,suburb,street,street_number,sales_date,registration_date,sales_price,size_m2,price_per_m2,possible_land_only,buyer_type,seller_type,number_of_owners,property_type,is_market_sale,data_source
ST28103/2024,Thompsons Bay,SHAKAS ROCK,80,3,SS THE BEACON,21,Thompsons Bay,Ocean,92,2024-08-13,2024-10-09,2270000,95,23894,False,natural_person,natural_person,2,sectional_title,True,lightstone_export
ST28131/2024,Thompsons Bay,SHAKAS ROCK,80,3,SS THE BEACON,10,Thompsons Bay,Ocean,92,2024-08-10,2024-10-09,3400000,115,29565,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST27750/2024,Thompsons Bay,SHAKAS ROCK,90,1,SS MILKWOOD,3,Thompsons Bay,Ocean,84,2024-07-23,2024-10-04,2400000,232,10344,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST27089/2024,Thompsons Bay,SHAKAS ROCK,204,5,SS KAMARI,21,Thompsons Bay,,,2024-07-22,2024-09-27,3250000,197,16497,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST26731/2024,Thompsons Bay,SHAKAS ROCK,204,5,SS KAMARI,3,Thompsons Bay,,,2024-06-14,2024-09-25,3200000,160,20000,False,natural_person,natural_person,2,sectional_title,True,lightstone_export
ST26745/2024,Thompsons Bay,SHAKAS ROCK,204,14,SS KALLISTI,31,Thompsons Bay,Ocean,101,2024-07-16,2024-09-25,1950000,120,16250,False,legal_entity,legal_entity,1,sectional_title,True,lightstone_export
ST25965/2024,Thompsons Bay,SHAKAS ROCK,80,3,SS THE BEACON,40,Thompsons Bay,Ocean,92,2024-07-11,2024-09-16,1620000,95,17052,False,natural_person,legal_entity,1,sectional_title,True,lightstone_export
ST25966/2024,Thompsons Bay,SHAKAS ROCK,80,3,SS THE BEACON,40,Thompsons Bay,Ocean,92,2024-07-19,2024-09-16,2500000,95,26315,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST25965/2024,Thompsons Bay,SHAKAS ROCK,80,3,SS THE BEACON,92,Thompsons Bay,Ocean,92,2024-07-11,2024-09-16,1620000,17,95294,False,natural_person,legal_entity,1,sectional_title,True,lightstone_export
ST25966/2024,Thompsons Bay,SHAKAS ROCK,80,3,SS THE BEACON,92,Thompsons Bay,Ocean,92,2024-07-19,2024-09-16,2500000,17,147058,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST25795/2024,Thompsons Bay,SHAKAS ROCK,247,0,SS LONG ISLAND,41,Thompsons Bay,Ocean,247,2024-06-21,2024-09-13,3100000,17,182352,False,natural_person,natural_person,2,sectional_title,True,lightstone_export
ST25795/2024,Thompsons Bay,SHAKAS ROCK,247,0,SS LONG ISLAND,14,Thompsons Bay,Ocean,247,2024-06-21,2024-09-13,3100000,154,20129,False,natural_person,natural_person,2,sectional_title,True,lightstone_export
ST24863/2024,Thompsons Bay,SHAKAS ROCK,80,3,SS THE BEACON,34,Thompsons Bay,Ocean,92,2024-06-13,2024-09-06,3420000,115,29739,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
