title_deed_no,estate,township,erf,portion,sectional_scheme,unit,suburb,street,street_number,sales_date,registration_date,sales_price,size_m2,price_per_m2,possible_land_only,buyer_type,seller_type,number_of_owners,property_type,is_market_sale,data_source
T1134/2026,Simbithi Eco Estate,SIMBITHI,242,0,,,Simbithi,Turkeyberry,4,2025-10-08,2026-01-23,10500000,1807,5810,False,natural_person,legal_entity,2,freehold,True,lightstone_export
T75315/2025,Simbithi Eco Estate,SIMBITHI,128,0,,,Simbithi,Acacia,11,2025-08-18,2025-12-17,6350000,1402,4529,False,natural_person,natural_person,1,freehold,True,lightstone_export
T74968/2025,Simbithi Eco Estate,SIMBITHI,953,0,,,Simbithi,Fuschia,5,2025-10-27,2025-12-15,8320000,1191,6985,False,natural_person,natural_person,1,freehold,True,lightstone_export
ST74969/2025,Simbithi Eco Estate,SIMBITHI,50,0,SS FISH EAGLE RIDGE,135,Simbithi,Simbithi,50,2025-10-25,2025-12-15,3850000,219,17579,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
T73906/2025,Simbithi Eco Estate,SIMBITHI,1285,0,,,Simbithi,Aloe,1285,2025-10-09,2025-12-05,6950000,551,12613,False,natural_person,legal_entity,1,freehold,True,lightstone_export
T73741/2025,Simbithi Eco Estate,SIMBITHI,383,0,,,Simbithi,Olive,383,2025-08-25,2025-12-04,7300000,1417,5151,False,natural_person,natural_person,2,freehold,True,lightstone_export
ST73571/2025,Simbithi Eco Estate,SIMBITHI,497,0,SS SABUTI,94,Simbithi,Sicklebush,4,2025-09-09,2025-12-03,3960000,298,13288,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
T72828/2025,Simbithi Eco Estate,SIMBITHI,514,0,,,Simbithi,Umvumvu,52,2025-09-17,2025-11-28,28000000,1784,15695,False,legal_entity,natural_person,1,freehold,True,lightstone_export
T72848/2025,Simbithi Eco Estate,SIMBITHI,619,0,,,Simbithi,Feverberry,14,2025-07-14,2025-11-28,10000000,2034,4916,False,natural_person,natural_person,2,freehold,True,lightstone_export
T72483/2025,Simbithi Eco Estate,SIMBITHI,227,0,,,Simbithi,Plumbago,62,2025-09-22,2025-11-26,1150000,1563,735,True,natural_person,natural_person,1,freehold,False,lightstone_export
ST72204/2025,Simbithi Eco Estate,SIMBITHI,731,0,SS ETHAFENI,12,Simbithi,Dragon Tree,4,2025-08-29,2025-11-24,1525000,71,21478,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
T71986/2025,Simbithi Eco Estate,SIMBITHI,943,0,,,Simbithi,Sneezewood,25,2024-12-15,2025-11-21,9750000,1526,6389,False,legal_entity,natural_person,1,freehold,True,lightstone_export
T71172/2025,Simbithi Eco Estate,SIMBITHI,1500,0,,,Simbithi,,,2025-08-25,2025-11-14,7375000,1258,5862,False,natural_person,natural_person,2,freehold,True,lightstone_export
T70944/2025,Simbithi Eco Estate,SIMBITHI,743,0,,,Simbithi,Cussonia,27,2025-08-11,2025-11-13,8950000,1661,5388,False,legal_entity,natural_person,1,freehold,True,lightstone_export
ST70904/2025,Simbithi Eco Estate,SIMBITHI,731,0,SS ETHAFENI,28,Simbithi,Dragon Tree,4,2025-08-08,2025-11-13,2200000,138,15942,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
T69936/2025,Simbithi Eco Estate,SIMBITHI,1270,0,,,Simbithi,Ebony,1270,2025-07-11,2025-11-04,6650000,817,8139,False,natural_person,legal_entity,2,freehold,True,lightstone_export
ST69933/2025,Simbithi Eco Estate,SIMBITHI,497,0,SS SABUTI,149,Simbithi,Sicklebush,4,,2025-11-03,0,280,0,False,natural_person,natural_person,1,sectional_title,False,lightstone_export
T69594/2025,Simbithi Eco Estate,SIMBITHI,382,0,,,Simbithi,Olive,382,2025-06-16,2025-10-31,9200000,1854,4962,False,natural_person,natural_person,2,freehold,True,lightstone_export
ST69764/2025,Simbithi Eco Estate,SIMBITHI,50,0,SS FISH EAGLE RIDGE,6,Simbithi,Simbithi,50,2025-07-28,2025-10-31,4880000,290,16827,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST69718/2025,Simbithi Eco Estate,SIMBITHI,1150,0,SS JACANA,19,Simbithi,Simbathi,1150,2025-03-06,2025-10-31,4700000,263,17870,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
T69466/2025,Simbithi Eco Estate,SIMBITHI,780,0,,,Simbithi,Cats Whiskers,19,2025-07-30,2025-10-30,10500000,1551,6769,False,natural_person,natural_person,2,freehold,True,lightstone_export
T69547/2025,Simbithi Eco Estate,SIMBITHI,1158,0,,,Simbithi,,,,2025-10-30,0,14360,0,False,legal_entity,,1,freehold,False,lightstone_export
ST69301/2025,Simbithi Eco Estate,SIMBITHI,1150,0,SS JACANA,32,Simbithi,Simbathi,1150,2025-06-18,2025-10-29,6850000,266,25751,False,natural_person,natural_person,2,sectional_title,True,lightstone_export
T69002/2025,Simbithi Eco Estate,SIMBITHI,30,0,,,Simbithi,Albizia,30,2025-09-02,2025-10-27,11000000,1896,5801,False,legal_entity,legal_entity,1,freehold,True,lightstone_export
ST69048/2025,Simbithi Eco Estate,SIMBITHI,658,0,SS MSINTSI TWELVE,6,Simbithi,Feverberry,28,2025-07-04,2025-10-27,3350000,161,20807,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
T68565/2025,Simbithi Eco Estate,SIMBITHI,932,0,,,Simbithi,Sneezewood,3,2025-05-20,2025-10-23,5347500,2198,2432,False,legal_entity,legal_entity,1,freehold,True,lightstone_export
ST68665/2025,Simbithi Eco Estate,SIMBITHI,658,0,SS MSINTSI TWELVE,7,Simbithi,Feverberry,28,2025-07-21,2025-10-23,4000000,194,20618,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST67910/2025,Simbithi Eco Estate,SIMBITHI,36,0,SS ILALA,55,Simbithi,Sicklebush,3,2025-06-19,2025-10-16,3500000,209,16746,False,natural_person,natural_person,2,sectional_title,True,lightstone_export
T67722/2025,Simbithi Eco Estate,SIMBITHI,233,0,,,Simbithi,Plumbago,33,2025-06-25,2025-10-15,12500000,1412,8852,False,legal_entity,natural_person,1,freehold,True,lightstone_export
ST67526/2025,Simbithi Eco Estate,SIMBITHI,497,0,SS SABUTI,67,Simbithi,Sicklebush,4,2025-09-01,2025-10-13,5250000,300,17500,False,natural_person,legal_entity,1,sectional_title,True,lightstone_export
T67090/2025,Simbithi Eco Estate,SIMBITHI,438,0,,,Simbithi,Albizia,438,2025-06-25,2025-10-08,8595000,1465,5866,False,legal_entity,natural_person,1,freehold,True,lightstone_export
T66895/2025,Simbithi Eco Estate,SIMBITHI,766,0,,,Simbithi,Acacia,45,2025-09-17,2025-10-07,6425000,1267,5071,False,natural_person,legal_entity,1,freehold,True,lightstone_export
ST66588/2025,Simbithi Eco Estate,SIMBITHI,497,0,SS SABUTI,205,Simbithi,Sicklebush,4,2025-06-20,2025-10-03,3200000,220,14545,False,natural_person,legal_entity,2,sectional_title,True,lightstone_export
T66424/2025,Simbithi Eco Estate,SIMBITHI,725,0,,,Simbithi,Acacia,59,2025-07-09,2025-10-01,7700000,1643,4686,False,legal_entity,natural_person,1,freehold,True,lightstone_export
ST66364/2025,Simbithi Eco Estate,SIMBITHI,842,1,SS AMPHITHEATRE,4,Simbithi,Acacia,25,2025-08-14,2025-09-30,6500000,396,16414,False,natural_person,legal_entity,1,sectional_title,True,lightstone_export
T66037/2025,Simbithi Eco Estate,SIMBITHI,60,0,,,Simbithi,Flamebush,60,,2025-09-29,0,1369,0,False,natural_person,natural_person,1,freehold,False,lightstone_export
ST65762/2025,Simbithi Eco Estate,SIMBITHI,36,0,SS ILALA,54,Simbithi,Sicklebush,3,2025-04-15,2025-09-25,3050000,157,19426,False,natural_person,natural_person,2,sectional_title,True,lightstone_export
ST65762/2025,Simbithi Eco Estate,SIMBITHI,36,0,SS ILALA,129,Simbithi,Sicklebush,3,2025-04-15,2025-09-25,3050000,36,84722,False,natural_person,natural_person,2,sectional_title,True,lightstone_export
ST65574/2025,Simbithi Eco Estate,SIMBITHI,1150,0,SS JACANA,4,Simbithi,Simbathi,1150,2025-05-29,2025-09-23,7300000,266,27443,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
T65406/2025,Simbithi Eco Estate,SIMBITHI,776,0,,,Simbithi,Cats Whiskers,11,2025-06-20,2025-09-22,3900000,1620,2407,False,legal_entity,natural_person,1,freehold,True,lightstone_export
T65217/2025,Simbithi Eco Estate,SIMBITHI,1138,0,,,Simbithi,Acacia,6,2025-07-11,2025-09-19,14150000,3236,4372,False,legal_entity,natural_person,1,freehold,True,lightstone_export
ST64830/2025,Simbithi Eco Estate,SIMBITHI,309,0,SS EMOYENI,25,Simbithi,Corkwood,309,,2025-09-17,0,280,0,False,natural_person,natural_person,1,sectional_title,False,lightstone_export
ST64805/2025,Simbithi Eco Estate,SIMBITHI,166,0,SS SAVANNA,17,Simbithi,Bridelia,5,2025-06-26,2025-09-17,2400000,119,20168,False,natural_person,legal_entity,1,sectional_title,True,lightstone_export
T64213/2025,Simbithi Eco Estate,SIMBITHI,292,0,,,Simbithi,Pambathi,5,2025-06-07,2025-09-12,12850000,1332,9647,False,natural_person,natural_person,1,freehold,True,lightstone_export
ST64292/2025,Simbithi Eco Estate,SIMBITHI,731,0,SS ETHAFENI,5,Simbithi,Dragon Tree,4,2025-04-08,2025-09-12,1900000,83,22891,False,natural_person,natural_person,2,sectional_title,True,lightstone_export
T63625/2025,Simbithi Eco Estate,SIMBITHI,392,0,,,Simbithi,Ladlau,37,2025-04-01,2025-09-08,6625000,1825,3630,False,legal_entity,legal_entity,1,freehold,True,lightstone_export
T63338/2025,Simbithi Eco Estate,SIMBITHI,371,0,,,Simbithi,Crossberry,371,2025-05-15,2025-09-04,9000000,1614,5576,False,natural_person,legal_entity,1,freehold,True,lightstone_export
T63045/2025,Simbithi Eco Estate,SIMBITHI,362,0,,,Simbithi,Umthombe,8,2025-05-29,2025-09-01,18100000,2127,8509,False,natural_person,legal_entity,1,freehold,True,lightstone_export
ST62919/2025,Simbithi Eco Estate,SIMBITHI,36,0,SS ILALA,97,Simbithi,Sicklebush,3,2025-05-05,2025-08-29,3700000,271,13653,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST62321/2025,Simbithi Eco Estate,SIMBITHI,36,0,SS ILALA,45,Simbithi,Sicklebush,3,2025-06-21,2025-08-26,3300000,163,20245,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST62321/2025,Simbithi Eco Estate,SIMBITHI,36,0,SS ILALA,126,Simbithi,Sicklebush,3,2025-06-21,2025-08-26,3300000,36,91666,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST61627/2025,Simbithi Eco Estate,SIMBITHI,6,0,SS TAMBOTI,61,Simbithi,Tamboti,11,2025-06-25,2025-08-20,3800000,203,18719,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST61592/2025,Simbithi Eco Estate,SIMBITHI,1150,0,SS JACANA,62,Simbithi,Simbathi,1150,2024-09-03,2025-08-20,2500000,150,16666,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST61356/2025,Simbithi Eco Estate,SIMBITHI,50,0,SS FISH EAGLE RIDGE,128,Simbithi,Simbithi,50,2025-03-30,2025-08-18,6350000,316,20094,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
T60567/2025,Simbithi Eco Estate,SIMBITHI,1236,0,,,Simbithi,Beachwood,1236,2025-05-08,2025-08-11,1850000,950,1947,False,natural_person,legal_entity,2,freehold,True,lightstone_export
T19851/2025,Simbithi Eco Estate,SIMBITHI,584,0,,,Simbithi,Jackal Berry,10,2025-05-16,2025-08-04,13200000,1328,9939,False,legal_entity,natural_person,1,freehold,True,lightstone_export
ST19668/2025,Simbithi Eco Estate,SIMBITHI,36,0,SS ILALA,59,Simbithi,Sicklebush,3,2025-06-10,2025-07-31,3200000,209,15311,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST19454/2025,Simbithi Eco Estate,SIMBITHI,166,0,SS SAVANNA,7,Simbithi,Bridelia,5,2025-05-17,2025-07-31,3850000,139,27697,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
T19503/2025,Simbithi Eco Estate,SIMBITHI,1238,0,,,Simbithi,Beachwood,1238,2025-04-29,2025-07-31,8000000,892,8968,False,natural_person,natural_person,1,freehold,True,lightstone_export
ST19398/2025,Simbithi Eco Estate,SIMBITHI,6,0,SS TAMBOTI,15,Simbithi,Tamboti,11,2025-04-01,2025-07-30,769402,250,3077,False,natural_person,legal_entity,1,sectional_title,True,lightstone_export
T19237/2025,Simbithi Eco Estate,SIMBITHI,1316,0,,,Simbithi,Dukerberry,1316,,2025-07-29,0,1540,0,False,natural_person,natural_person,1,freehold,False,lightstone_export
ST19126/2025,Simbithi Eco Estate,SIMBITHI,166,0,SS SAVANNA,59,Simbithi,Bridelia,5,2025-05-21,2025-07-28,4000000,140,28571,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
T18949/2025,Simbithi Eco Estate,SIMBITHI,1500,0,,,Simbithi,,,,2025-07-25,0,1258,0,False,natural_person,natural_person,1,freehold,False,lightstone_export
T18948/2025,Simbithi Eco Estate,SIMBITHI,387,1,,,Simbithi,,,,2025-07-25,0,100,0,False,natural_person,natural_person,1,freehold,False,lightstone_export
ST18328/2025,Simbithi Eco Estate,SIMBITHI,497,0,SS SABUTI,4,Simbithi,Sicklebush,4,2025-04-07,2025-07-18,3999000,309,12941,False,legal_entity,legal_entity,1,sectional_title,True,lightstone_export
ST18321/2025,Simbithi Eco Estate,SIMBITHI,497,0,SS SABUTI,188,Simbithi,Sicklebush,4,2025-05-13,2025-07-18,6000000,305,19672,False,natural_person,natural_person,2,sectional_title,True,lightstone_export
T18247/2025,Simbithi Eco Estate,SIMBITHI,1342,0,,,Simbithi,Strelitzia,1342,2025-04-26,2025-07-18,6800000,1057,6433,False,natural_person,natural_person,2,freehold,True,lightstone_export
ST18075/2025,Simbithi Eco Estate,SIMBITHI,6,0,SS TAMBOTI,16,Simbithi,Tamboti,11,2025-04-28,2025-07-16,4600000,277,16606,False,legal_entity,legal_entity,1,sectional_title,True,lightstone_export
T17907/2025,Simbithi Eco Estate,SIMBITHI,778,0,,,Simbithi,Cats Whiskers,15,2024-11-13,2025-07-15,6689000,1500,4459,False,natural_person,natural_person,1,freehold,True,lightstone_export
T17426/2025,Simbithi Eco Estate,SIMBITHI,409,0,,,Simbithi,,,2025-04-16,2025-07-09,13000000,2228,5834,False,natural_person,natural_person,2,freehold,True,lightstone_export
T17285/2025,Simbithi Eco Estate,SIMBITHI,1291,0,,,Simbithi,Aloe,1291,2025-04-24,2025-07-08,4950000,568,8714,False,natural_person,natural_person,2,freehold,True,lightstone_export
ST17212/2025,Simbithi Eco Estate,SIMBITHI,498,0,SS EZULWENI,9,Simbithi,Sicklebush,2,2025-04-08,2025-07-07,11200000,317,35331,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
